HEID,Loan_Amount,Mort_Bal,Home_Val,Reason_HE,Occupation,YOJ,Num_Derog,Num_Delinq,CL_Age,Num_Inq,Num_CL,Debt_Inc,Default
783,8400,77916,93589,DebtCon,ProfExe,0,,,,,,27.87387063,0
784,8400,48032,95213,HomeImp,Office,5,1,4,326.6795905,0,30,38.19168174,1
785,8400,57694,70782,HomeImp,Other,4,0,0,125.7103247,0,34,37.62278555,0
786,8400,85136,125912,HomeImp,Other,9,,,,,,40.71517804,0
787,8400,102894,117799,HomeImp,Other,9,,,420.0981644,1,49,39.63319009,0
788,8400,32000,49000,HomeImp,Mgr,12.6,0,3,41.3,2,18,,1
789,8400,37256,45956,DebtCon,Other,1,0,0,214.44323,1,6,31.24524851,1
790,8500,83157,202962,HomeImp,Self,14,0,0,13.68276401,,8,21.29733923,0
791,8500,,42980,HomeImp,Other,,,1,76.01075257,0,9,37.6596682,0
792,8500,73752,87931,DebtCon,Mgr,21,1,1,291.6203784,0,24,39.00314063,0
793,8500,41210,45175,DebtCon,Office,9,0,0,209.4940947,1,22,29.96408198,0
794,8500,,32907,HomeImp,Office,18,0,0,169.9453877,1,15,35.31271048,0
795,8500,30077,42770,DebtCon,Office,0.25,0,0,89.26666667,0,10,,1
796,8500,54000,62533,DebtCon,Other,4,0,1,313.4666667,0,10,,0
797,8500,55100,66900,DebtCon,ProfExe,15,0,0,229.2666667,4,32,,0
798,8500,48961,73550,HomeImp,Other,11,6,1,145.1,4,11,,1
799,8500,18240,40200,HomeImp,Other,1,0,1,306.4,0,12,,1
800,8500,64665,72376,HomeImp,Other,4,0,0,70.93488077,3,20,40.30904123,0
801,8500,50031,57276,DebtCon,Office,0,0,0,171.2128147,0,21,35.15870257,0
802,8500,61607,81126,HomeImp,Other,16,0,0,222.2111903,1,35,34.72969809,0
803,8500,49266,64461,DebtCon,Other,22,0,0,264.4080231,3,29,37.97675792,0
804,8500,50569,60940,DebtCon,Mgr,6,0,0,189.9468977,0,22,29.20247674,0
805,8500,,27873,HomeImp,Office,21,0,0,190.0618702,0,15,38.3754061,0
806,8500,78346,82226,HomeImp,Other,22,0,0,320.3495426,1,47,30.19939952,0
807,8500,47777,78979,HomeImp,Other,18,0,0,202.9542765,1,16,34.8286475,0
808,8500,53459,62678,DebtCon,Mgr,13,0,0,116.8634491,0,18,30.05290208,0
809,8500,77954,82965,HomeImp,Other,25,0,0,350.7763043,1,46,28.58451556,0
810,8500,29383,45900,DebtCon,ProfExe,8,0,0,122.1333333,0,22,,1
811,8500,20959,62956,HomeImp,Office,20,0,0,315.7073914,1,13,41.07759066,0
812,8500,6424,32365,,,,,,,,,33.9044645,0
813,8500,58327,75044,HomeImp,Mgr,2,0,2,123.3653563,0,22,28.11181383,0
814,8500,79484,87893,DebtCon,Other,1,0,0,123.6188031,1,10,35.75908385,0
815,8500,73208,88588,DebtCon,Mgr,10,0,0,114.5525823,0,23,30.08248898,0
816,8600,38646,54073,DebtCon,Other,14,0,0,89.55585277,0,11,32.53025665,0
817,8600,,54905,HomeImp,Other,8,0,0,308.6501174,2,13,32.5539761,0
818,8600,,47791,,,,,,,,,14.39253608,0
819,8600,42380,60733,DebtCon,Mgr,3,0,0,199.293142,0,22,28.43434208,0
820,8600,36933,42289,DebtCon,Mgr,4,0,0,100.6164211,2,26,38.43649009,1
821,8600,21000,79000,HomeImp,ProfExe,21,0,0,239.4333333,0,11,,0
822,8600,,25000,HomeImp,Other,0,6,0,64.86666667,2,27,,1
823,8600,78579,93697,DebtCon,Other,0,0,0,115.1933214,1,10,33.8372027,0
824,8600,172418,251426,DebtCon,Sales,,0,0,120.5726331,0,22,40.92591059,0
825,8600,58846,72733,DebtCon,ProfExe,14,0,0,233.1716005,3,32,39.77508785,0
826,8600,41126,55500,DebtCon,Other,6,0,0,73.03333333,1,11,,0
827,8600,57727,70828,HomeImp,Other,5,0,0,87.84531097,3,19,41.75352499,0
828,8600,22960,80874,HomeImp,ProfExe,20,0,0,238.7026834,0,11,25.8873199,0
829,8600,75464,84263,HomeImp,Other,21,0,0,352.6582712,0,47,28.19671491,0
830,8600,,51703,,,,,,,,,12.10514386,0
831,8600,42226,50386,HomeImp,Mgr,21,1,0,223.3264624,0,17,34.92786612,0
832,8600,45960,57473,DebtCon,Mgr,4,0,0,189.7680601,0,22,26.75441155,0
833,8600,76703,100862,HomeImp,Other,0,0,1,174.5571202,0,31,34.38623066,0
834,8600,44992,66403,DebtCon,Other,8,0,0,172.551555,1,27,43.87561082,1
835,8600,14762,66271,HomeImp,Office,25,0,0,318.1492776,1,13,42.27663421,0
836,8600,61468,72143,DebtCon,,19,0,0,163.2988599,0,11,31.92576655,0
837,8600,66366,75957,DebtCon,ProfExe,8,0,0,72.91672107,2,25,39.66040874,0
838,8600,124810,176581,DebtCon,Other,8,0,0,213.3028848,1,19,32.87645851,0
839,8700,46489,63573,DebtCon,Mgr,4,0,0,196.24907,1,21,28.78792285,0
840,8700,57254,86883,HomeImp,Other,16,0,0,172.1665627,0,28,25.04343675,0
841,8700,54283,58563,DebtCon,Office,3,0,1,91.44646517,3,11,38.59036694,0
842,8700,58007,73069,DebtCon,ProfExe,14,0,0,240.4372819,3,31,37.89748089,0
843,8700,54768,87268,HomeImp,Other,18,0,0,187.5805703,0,28,26.36713414,0
844,8700,87415,201689,HomeImp,Self,13,0,0,13.92475912,,7,20.25386389,0
845,8700,53073,83415,DebtCon,,2,0,0,211.2687802,3,29,30.20150946,0
846,8700,62600,77600,DebtCon,Other,0.5,1,0,351.0333333,3,13,,1
847,8700,60237,69891,DebtCon,Other,3,0,0,321.2748292,0,9,32.28031362,0
848,8700,77377,97070,DebtCon,Mgr,3,0,0,68.85487717,2,24,38.21772578,0
849,8700,30716,84778,HomeImp,ProfExe,19,0,0,219.0852356,0,10,23.80889415,0
850,8700,53504,66888,DebtCon,Mgr,7,,3,112.1751208,2,10,39.31877226,0
851,8700,78817,115527,DebtCon,Office,1,0,0,221.5515413,1,37,16.37841295,0
852,8700,57141,70244,HomeImp,Other,8,0,0,106.8554282,0,19,31.89131426,1
853,8700,79062,98038,DebtCon,ProfExe,4,0,0,139.2640336,0,26,33.57803554,0
854,8700,,32855,HomeImp,,,,,,,,35.93790268,0
855,8700,51950,67475,HomeImp,Other,4.5,0,1,246.4666667,2,16,,0
856,8700,43759,50070,HomeImp,Mgr,19,1,1,218.9062534,0,17,34.0581468,0
857,8700,93759,119459,HomeImp,Office,24,0,0,138.09123,1,12,38.72971089,0
858,8700,76008,95976,DebtCon,ProfExe,0,,,,,,30.02224516,0
859,8700,50711,87898,DebtCon,,4,0,0,209.5214385,4,30,32.74300708,0
860,8700,62400,81315,DebtCon,Office,6,0,0,98.02887044,2,14,26.62089773,0
861,8700,77930,80164,HomeImp,Other,20,0,0,350.5284099,1,47,29.6623601,0
862,8700,58060,65605,DebtCon,Other,23,0,0,259.6838134,3,29,39.82999947,0
863,8700,51033,58513,DebtCon,Office,2,0,0,181.8697515,0,20,37.87927834,0
864,8700,68186,82518,HomeImp,Other,1,0,0,105.1022551,0,7,36.44893885,0
865,8700,52388,64332,HomeImp,Other,1,0,,91.11206084,,12,36.87492751,0
866,8700,56904,64122,DebtCon,Mgr,5,,4,119.5554734,2,11,38.6956146,0
867,8700,76510,108130,DebtCon,Office,2,0,0,252.8439282,1,37,17.41485961,0
868,8800,12750,,HomeImp,Office,23,,,,,,,1
869,8800,108608,,DebtCon,Mgr,0,0,6,253.4717586,4,23,,1
870,8800,2800,18361,HomeImp,Other,2,3,1,107.7666667,4,3,,1
871,8800,51740,60852,DebtCon,Other,23,0,0,277.5895886,3,29,39.88548381,0
872,8800,135899,202788,DebtCon,ProfExe,1,0,0,53.76762152,1,23,35.93202507,0
873,8800,67200,80300,HomeImp,Other,10,4,1,135.8666667,1,33,,1
874,8800,26607,39710,HomeImp,Office,0,0,0,104.6928252,1,30,38.32672821,0
875,8800,78953,93018,DebtCon,Mgr,7,0,0,110.72313,0,22,28.28942917,0
876,8800,33395,51057,DebtCon,Office,2,0,0,80.82247969,1,20,16.88303101,1
877,8800,32169,37533,DebtCon,Other,3,0,0,74.44929477,3,19,25.34174093,1
878,8800,56963,70607,HomeImp,Other,4,0,0,99.76441458,3,19,40.34526073,0
879,8800,50000,68000,DebtCon,Other,19,0,0,108.9,0,16,,1
880,8800,74562,89695,HomeImp,Other,24,0,0,338.7767458,1,47,28.43971651,0
881,8800,101717,122299,HomeImp,Other,11,,,402.7404817,1,49,38.42142758,0
882,8800,,74928,,,,,,,,,23.98891307,0
883,8800,,32221,DebtCon,Other,0,0,0,276.8419349,0,14,24.19867837,0
884,8800,73765,93917,DebtCon,Other,15,,,128.8533019,4,15,24.49119861,0
885,8800,55990,89673,HomeImp,Other,18,0,0,184.6259659,0,29,27.70164974,0
886,8900,80334,87448,DebtCon,Mgr,18,0,0,279.8765502,0,23,38.51399745,0
887,8900,33208,75000,DebtCon,Mgr,22,0,3,166.2,1,33,,1
888,8900,75441,116950,HomeImp,Office,26,0,0,322.7311957,2,37,33.78852367,0
889,8900,111493,133191,DebtCon,Self,6,0,0,159.4326981,0,19,34.3711489,0
890,8900,63342,78275,DebtCon,,19,0,0,162.1964843,1,11,32.61266276,0
891,8900,58503,74706,HomeImp,Other,6,0,0,243.9359963,1,16,36.79323717,0
892,8900,62733,77741,DebtCon,Mgr,8,0,0,68.89009617,3,17,37.77330059,1
893,8900,58839,81223,DebtCon,Office,4,0,0,102.2464696,2,15,26.20640995,0
894,8900,60782,100000,HomeImp,ProfExe,14,0,8,129.8666667,0,36,,1
895,8900,64343,84013,DebtCon,Other,4,0,0,39.22171925,0,12,35.78843746,1
896,8900,133847,157399,HomeImp,ProfExe,17,0,2,70.88414409,0,12,34.70233074,1
897,8900,147801,157335,HomeImp,Other,4,0,0,85.57486576,4,21,34.75656038,1
898,8900,,42309,HomeImp,Other,,,1,56.93709635,0,10,37.35952991,0
899,8900,,49147,HomeImp,Other,,,,110.5095805,,8,37.10814206,0
900,8900,72581,90585,DebtCon,Office,18,1,1,207.9666667,0,30,,1
901,8900,77261,96434,DebtCon,ProfExe,3,0,0,144.0370039,0,26,33.90846584,0
902,9000,50513,61190,DebtCon,Other,5,0,0,75.38855124,1,11,30.49800512,0
903,9000,75453,100646,DebtCon,ProfExe,3,0,0,126.309835,0,26,33.75846632,0
904,9000,50170,64309,DebtCon,Mgr,7,,3,120.4312261,2,11,39.97548983,0
905,9000,81248,92503,DebtCon,Other,0,0,0,121.1996495,2,10,37.39023989,0
906,9000,90969,108606,HomeImp,Mgr,5,5,2,113.2575091,5,28,27.34759661,1
907,9000,79259,84322,HomeImp,Other,22,0,0,359.3322724,1,47,29.67139034,0
908,9000,56162,75526,HomeImp,Other,6,0,0,127.7869696,0,15,35.73405682,0
909,9000,51091,68264,DebtCon,Other,22,0,0,277.7556619,2,29,39.38731755,0
910,9000,93521,126024,HomeImp,Other,9,,,411.7530813,1,49,41.66428104,0
911,9000,52311,68994,DebtCon,Office,0,0,1,137.7840036,0,9,28.45471286,1
912,9000,8221,38290,DebtCon,Other,4,0,0,266.3837994,0,12,23.70306719,0
913,9000,56930,67557,DebtCon,Other,0,0,1,118.6995161,2,18,36.68688204,0
914,9000,52257,58275,DebtCon,Sales,5,0,0,80.25180099,0,21,34.14472595,1
915,9000,41153,51841,DebtCon,Office,10,0,0,210.2826895,0,23,32.42429306,0
916,9000,31170,50725,DebtCon,Other,16,0,0,93.06666667,0,18,,1
917,9000,84532,104000,DebtCon,ProfExe,3,0,0,50.66666667,1,3,,1
918,9000,76964,90500,DebtCon,Other,3,0,0,101.4,2,32,,0
919,9000,64917,102270,DebtCon,Other,10,0,0,213.0333333,0,21,,0
920,9000,,63684,HomeImp,Other,,0,0,358.0666667,0,7,,0
921,9000,47350.86,105000,DebtCon,ProfExe,6,0,1,227.2666667,0,10,,0
922,9000,50400,65000,DebtCon,Mgr,6,,,117.6,,24,,0
923,9000,96884,110108,DebtCon,Other,18,0,2,194.8,2,16,,0
924,9000,82700,121000,DebtCon,Office,9,0,0,131.9,1,22,,0
925,9000,29000,51740,,Other,31,0,0,243.2,0,19,,0
926,9000,43881,56000,DebtCon,Other,5,0,3,73.03333333,3,28,,1
927,9000,31896,46195,HomeImp,Other,25,0,2,122.3891553,3,16,36.68165215,1
928,9000,56226,67466,HomeImp,Other,7,0,0,126.7450871,0,16,33.98784698,0
929,9000,32539,65440,HomeImp,Office,5,,,,,,42.36894433,1
930,9000,131108,199295,DebtCon,ProfExe,1,0,0,61.0009855,1,22,35.93061089,0
931,9000,55367,79819,DebtCon,Office,5,0,0,101.281185,1,15,27.1892129,0
932,9000,50866,73064,DebtCon,Mgr,5,,,118.570005,,23,40.1860615,0
933,9000,12340,36133,,,,,,,,,31.70381472,0
934,9000,53177,56782,HomeImp,Other,9,0,0,106.500537,3,33,40.0841755,0
935,9100,,50391,,,,,,,,,15.02470583,0
936,9100,80719,86782,HomeImp,Other,23,0,0,333.0115898,1,47,30.39545792,0
937,9100,50606,58822,DebtCon,Other,11,0,0,89.64483342,0,22,36.30240922,0
938,9100,17218,36721,DebtCon,Other,8,0,1,115.7520933,3,5,37.47941029,1
939,9100,43249,52946,HomeImp,Mgr,20,1,1,228.3963399,1,18,35.18184074,0
940,9100,48797,67761,DebtCon,Mgr,7,,3,116.9791548,3,11,37.79737881,0
941,9100,,11550,HomeImp,Other,,0,0,51.93333333,1,3,,1
942,9100,78369,92000,DebtCon,Sales,0.2,0,0,180.8333333,3,35,,1
943,9100,28550,40300,HomeImp,Other,5,0,0,109.5356355,7,33,23.08290534,1
944,9100,24721,34462,DebtCon,Other,1,0,0,28.10052036,9,7,27.52068217,0
945,9100,62976,77829,HomeImp,Mgr,0,0,2,131.193496,0,23,26.09041891,0
946,9100,46406,56134,HomeImp,Other,9,0,0,93.85346069,3,34,39.46633033,0
947,9100,,74450,,,,,,,,,23.94251651,0
948,9100,53764,56429,HomeImp,Other,9,0,0,92.07897878,3,33,40.58208394,0
949,9100,78210,86558,DebtCon,Mgr,8,0,0,92.11150428,0,23,28.1670747,0
950,9100,59430,76897,HomeImp,Other,5,0,1,246.0951091,1,16,37.47092338,0
951,9100,47756,84022,HomeImp,Other,18,0,0,206.797361,1,17,32.39114639,0
952,9200,71994,95525,DebtCon,Other,16,,,126.8164392,3,16,25.62193049,0
953,9200,92395,114494,HomeImp,Office,24,0,0,130.3767882,1,11,39.11215036,0
954,9200,55643,75267,HomeImp,Other,2,0,1,224.882232,2,15,35.62935439,0
955,9200,19756,26140,DebtCon,Other,0,1,0,0.486711451,9,7,27.07525664,0
956,9200,46707,60000,DebtCon,Mgr,4,0,0,192.8,2,17,,0
957,9200,64900,78000,DebtCon,Mgr,10,0,0,122.7666667,2,24,,1
958,9200,70715,85000,DebtCon,Office,26,0,0,143.0666667,2,23,,1
959,9200,72859,88183,DebtCon,Mgr,8,0,0,105.6552052,0,23,29.00720777,0
960,9200,52531,66491,DebtCon,Mgr,11,0,0,122.2285343,1,19,32.65762889,0
961,9200,57375,69040,DebtCon,Other,0,0,1,116.4187965,2,18,36.62562946,0
962,9200,48130,62358,DebtCon,Other,15,0,4,219.657131,0,36,27.61706343,0
963,9200,69657,89082,DebtCon,,3,0,0,217.3211547,0,16,28.74989037,0
964,9300,79724,105493,DebtCon,Mgr,2,0,0,63.43088731,2,23,39.38611808,0
965,9300,73252,100537,DebtCon,ProfExe,2,0,0,99.77452712,0,26,34.51463507,0
966,9300,30204,57036,,Other,30,0,0,235.492813,0,19,23.13784056,0
967,9300,75425,109040,DebtCon,Office,2,0,0,235.9462106,0,38,17.87525907,0
968,9300,,57650,HomeImp,Other,11,1,0,308.3394397,2,13,31.55383541,0
969,9300,63566,70551,DebtCon,ProfExe,14,0,0,138.3373521,0,19,42.48370297,0
970,9300,,45906,HomeImp,Other,,,,92.82171424,,9,36.14127616,0
971,9300,79133,100033,DebtCon,Other,3,0,0,102.1630274,2,31,40.79463545,0
972,9300,46466,57182,DebtCon,Other,2,0,0,100.0518662,0,20,38.44431799,0
973,9300,59617,67709,HomeImp,Other,4,0,1,243.8307278,1,16,35.96828075,0
974,9300,,36793,HomeImp,Other,,,,304.5201894,,11,30.73881376,0
975,9300,58051,65334,DebtCon,Mgr,6,,,113.2818573,,23,41.86003981,0
976,9300,39307,51680,DebtCon,Office,8,0,0,196.0146349,0,23,30.7315717,0
977,9300,84900,105798,DebtCon,ProfExe,2,0,0,41.8072046,1,3,26.9566979,1
978,9300,78000,97700,DebtCon,Mgr,12,0,2,88.5,4,29,,1
979,9300,24000,37125,DebtCon,Office,3.5,1,1,148.0333333,2,19,,1
980,9300,21138,30700,DebtCon,Other,3,,,,,,,0
981,9300,44026,70535,HomeImp,Office,12,3,1,245.9,2,29,,0
982,9300,,55350,HomeImp,Other,9,0,0,308.3403318,2,13,33.6355254,0
983,9300,81986,94513,DebtCon,Other,2,3,0,,0,4,31.89390379,0
984,9300,54088,66961,DebtCon,Other,22,0,0,278.1604735,3,28,40.82354171,0
985,9300,38115,60493,DebtCon,Other,14,0,0,91.93263226,0,18,29.63360847,1
986,9300,53772,71497,HomeImp,Mgr,2,0,2,136.0800299,0,23,29.68667084,0
987,9300,,44108,HomeImp,Other,,,,290.818074,,12,29.74359996,0
988,9300,21979,39880,DebtCon,Other,3,,,,,,38.84408934,0
989,9300,106449,120066,DebtCon,Other,18,0,1,189.9199182,1,15,37.08645509,0
990,9400,52371,55764,DebtCon,Office,1,0,0,177.7028004,0,20,37.35868805,0
991,9400,49484,59137,DebtCon,Other,10,0,0,102.2726766,0,22,37.26913108,0
992,9400,,50575,HomeImp,Other,,,,99.06951832,,8,35.9078154,0
993,9400,57105,67061,HomeImp,Other,6,0,0,129.5084838,0,34,35.73459276,0
994,9400,52024,89107,HomeImp,Office,0,1,0,148.8447376,3,26,36.08003177,1
995,9400,85448,94101,DebtCon,Other,2,0,0,104.1133632,2,32,39.54184797,0
996,9400,56508,78358,DebtCon,,17,0,0,141.9311562,0,11,32.32749505,0
997,9400,81596,116738,HomeImp,Office,28,0,0,338.6290354,1,38,34.16951368,0
998,9400,76989,88788,HomeImp,Other,24,0,0,350.6390057,0,46,30.06137137,0
999,9400,57000,70000,DebtCon,Other,4,0,0,179.5666667,2,17,,0
1000,9400,26700,40150,HomeImp,Other,9,0,0,80.16666667,0,4,,0
1001,9400,,30455,HomeImp,Office,18,0,0,194.614216,0,16,39.00006486,0
1002,9400,61185,65302,DebtCon,Other,1,0,2,117.1710044,2,18,35.61194388,0
1003,9400,109991,125146,DebtCon,Self,7,0,1,171.6798111,0,18,34.81346859,0
1004,9400,122412,178547,DebtCon,Other,7,0,0,226.0888071,0,19,35.46338698,0
1005,9400,61213,70800,HomeImp,Other,5,0,0,75.86265973,3,20,39.40381239,0
1006,9400,53756,76077,HomeImp,Office,12,2,0,244.1166529,2,29,33.37457063,0
1007,9400,81546,119128,HomeImp,Office,30,0,0,328.1781237,2,38,34.15031938,0
1008,9400,86539,95010,DebtCon,Other,0,4,0,,0,3,29.81532359,0
1009,9400,71600,99682,DebtCon,Other,16,,,159.0363707,4,16,25.60722823,0
1010,9400,77715,101258,DebtCon,Mgr,2,0,0,65.87658672,1,23,38.10800099,0
1011,9400,52598,74747,DebtCon,Mgr,6,,,129.3438245,,24,42.26546612,0
1012,9400,51505,84178,HomeImp,Other,19,0,0,202.6979629,0,16,35.53061343,0
1013,9400,92340,125451,DebtCon,Office,7,0,0,129.1137248,1,22,36.3499746,0
1014,9400,53244,62245,DebtCon,Other,23,0,0,276.787744,3,28,37.82185151,0
1015,9400,77410,116693,DebtCon,Office,0,0,0,245.0836519,0,37,17.17690066,0
1016,9400,56675,66976,HomeImp,Other,6,0,0,128.071648,0,33,35.03337113,0
1017,9400,103973,119817,DebtCon,Other,18,0,2,182.6166394,2,16,37.33797719,0
1018,9500,50400,63000,DebtCon,Other,1,0,0,91.26666667,8,22,,1
1019,9500,36114,45654,DebtCon,Office,0,0,0,83.33329177,0,9,25.34347845,1
1020,9500,115186,131800,DebtCon,Self,7,0,0,177.0500361,0,19,33.43055804,0
1021,9500,41541,57280,DebtCon,Other,6,0,0,69.22936935,1,10,29.16012708,0
1022,9500,28750,42408,HomeImp,Office,0,0,0,115.5749709,1,30,39.05039479,0
1023,9500,47019,59413,DebtCon,Other,4,0,0,78.02555168,0,11,31.41813239,0
1024,9500,131394,162449,HomeImp,ProfExe,10,0,0,222.0095049,0,18,19.55124299,0
1025,9500,55862,62965,DebtCon,Other,15,0,4,223.103914,0,36,26.14117805,0
1026,9500,70000,85000,DebtCon,ProfExe,9,0,1,175.5666667,1,12,,0
1027,9500,35019,52710,DebtCon,Other,12,0,0,241.5817794,0,31,38.20866784,0
1028,9500,21900,35250,HomeImp,Mgr,16,0,0,59.86666667,1,10,,0
1029,9500,59494,75930,HomeImp,Other,0,0,0,98.99850784,0,6,36.88843637,0
1030,9500,42699,57680,DebtCon,,10,0,0,114.4929085,1,26,25.07515295,0
1031,9500,43210,59692,HomeImp,Other,1,1,,103.0894831,,13,38.70498507,0
1032,9500,58185,64576,DebtCon,Mgr,6,,4,127.8552645,1,11,38.29830913,0
1033,9500,54612,68759,HomeImp,Other,9,0,0,89.10283861,0,19,31.35390694,1
1034,9500,79479,88772,DebtCon,ProfExe,8,0,0,189.5890747,0,12,37.95298991,0
1035,9500,,40000,HomeImp,Other,10,0,0,36.5,1,1,,1
1036,9600,62405,69459,DebtCon,Other,0,0,2,86.43183174,2,18,36.26033127,0
1037,9600,45158,55455,DebtCon,Other,15,0,0,82.71313688,0,12,30.931518,0
1038,9600,64758,63646,HomeImp,Other,5,0,0,120.6445586,0,34,35.98492935,0
1039,9600,53277,60843,DebtCon,Office,0,0,0,180.2840616,0,21,37.95078758,0
1040,9600,84333,201281,HomeImp,Self,14,0,0,13.21305726,,7,17.82563094,0
1041,9600,70589,99384,HomeImp,Other,0,0,1,176.4674623,0,31,34.23478958,0
1042,9600,42357,99756,HomeImp,Office,4,1,4,354.650225,0,30,36.52517293,1
1043,9600,,68324,HomeImp,Other,,0,0,356.4501783,0,6,36.55426832,0
1044,9600,73000,99600,HomeImp,ProfExe,4.5,0,1,93.33333333,1,34,,0
1045,9600,53196,63942,DebtCon,Other,16,0,4,227.563684,0,36,24.01676994,0
1046,9600,56224,60260,DebtCon,Other,15,0,3,219.7420453,0,36,25.43946354,0
1047,9600,46683,61773,DebtCon,Office,1,0,0,171.058449,1,20,38.00528931,0
1048,9600,,56900,,,,,,,,,14.43523879,0
1049,9600,24680,43500,DebtCon,Other,18,0,3,114.6666667,0,19,,1
1050,9600,50655,59502,DebtCon,Other,0,0,0,93.4328441,0,20,37.98235351,0
1051,9600,45240,60136,DebtCon,Other,2,0,1,83.06675091,0,19,38.45430002,0
1052,9600,77359,101365,HomeImp,Other,1,0,0,182.8035145,0,31,33.48191013,0
1053,9600,44553,48626,HomeImp,Mgr,20,0,1,226.4521595,0,18,35.55592289,0
1054,9700,75566,92066,DebtCon,Office,14,0,0,94.98792219,0,8,25.16118348,0
1055,9700,29094,51990,,Other,30,0,0,246.1952393,0,19,20.74336471,0
1056,9700,45907,57507,DebtCon,Other,6,0,0,81.22944864,0,11,29.03757422,0
1057,9700,53527,58605,DebtCon,Office,4,0,0,75.58454258,3,12,36.70953891,0
1058,9700,98232,117321,DebtCon,Other,19,0,2,194.4247179,2,15,36.95089224,0
1059,9700,,64644,HomeImp,Other,,0,0,368.0709241,0,6,36.5731696,0
1060,9700,21883,67432,HomeImp,Office,24,0,0,308.9955757,1,12,41.41428065,0
1061,9700,84933,122520,DebtCon,Office,10,0,0,141.433076,1,23,36.79501396,0
1062,9700,55986,73000,DebtCon,Other,2.5,0,1,207.1666667,2,29,,1
1063,9700,108000,210000,HomeImp,ProfExe,2.3,0,0,124.8333333,1,15,,0
1064,9700,5801,58305,HomeImp,Other,8,2,1,352.9666667,1,22,,0
1065,9700,59100,74986,HomeImp,Office,14,0,0,244.5333333,1,32,,0
1066,9700,53000,56000,DebtCon,Office,2,0,0,75.03333333,5,18,,1
1067,9700,73085,92000,DebtCon,Other,8,0,3,173.5,0,34,,1
1068,9700,39141,48905,DebtCon,Other,13,0,0,89.83593974,0,11,32.4314097,0
1069,9700,44652,63232,DebtCon,Other,9,0,0,102.1655136,0,22,37.03487587,0
1070,9700,59633,70398,HomeImp,Other,4,0,0,239.0382058,1,16,38.86724899,0
1071,9700,63488,74374,DebtCon,Office,5,0,0,106.5894523,2,15,26.89601277,0
1072,9700,8852,60599,HomeImp,Other,7,2,1,359.1044913,1,21,16.87198276,0
1073,9700,32660,54536,DebtCon,Office,0,0,0,156.4821057,0,13,67.32490355,1
1074,9700,,54385,HomeImp,Other,10,0,0,314.7328327,1,13,34.17040354,0
1075,9700,77394,86917,DebtCon,Office,16,0,1,81.46140046,0,9,27.70585654,0
1076,9700,47000,82000,HomeImp,Other,,1,2,96.63333333,,8,,1
1077,9800,54564,62109,DebtCon,Mgr,10,0,0,124.021625,0,19,32.56568637,0
1078,9800,15021,31900,DebtCon,Other,6,0,0,276.7342017,0,11,22.29124919,0
1079,9800,136154,203815,DebtCon,ProfExe,1,0,0,70.85332764,2,23,35.8789883,0
1080,9800,79405,111563,DebtCon,Office,0,0,0,240.9429936,1,38,19.33281003,0
1081,9800,58936,78078,DebtCon,,19,0,0,152.1401257,0,11,32.18876052,0
1082,9800,74962,108730,HomeImp,ProfExe,4,0,1,76.39241605,1,33,37.32134756,0
1083,9800,36500,54000,HomeImp,Other,17,0,1,105.6666667,5,19,,1
1084,9800,81199,206201,HomeImp,Self,12,0,0,2.820785578,,7,21.28386768,0
1085,9800,49287,69831,DebtCon,Mgr,2,0,0,182.9948062,2,16,29.71346691,0
1086,9800,62826,65912,HomeImp,Other,6,0,0,132.7524896,0,34,37.58819954,0
1087,9800,49298,73426,HomeImp,Office,9,3,1,242.3890162,1,29,34.69036125,0
1088,9800,69919,100267,DebtCon,Other,16,,,130.8860074,3,15,26.83504341,0
1089,9800,32550,52554,DebtCon,Other,12,0,0,229.5127411,1,32,37.92308809,0
1090,9800,54681,74097,DebtCon,Other,2,0,1,106.8888937,3,18,36.61866086,0
1091,9800,53643,113161,DebtCon,ProfExe,5,0,1,230.3032566,0,9,23.7736104,0
1092,9800,80267,209931,HomeImp,Self,14,0,0,0.50711453,,8,19.9696287,0
1093,9800,78022,103466,DebtCon,Mgr,1,0,0,83.83533849,2,24,37.43461536,0
1094,9800,,45197,HomeImp,Other,,,,316.5253028,,11,29.646666,0
1095,9800,52973,65481,HomeImp,Other,10,0,0,101.4726677,2,33,36.878297,0
1096,9800,55330,78154,HomeImp,Mgr,2,0,1,122.7055369,0,23,28.89610186,0
1097,9800,54861,71138,HomeImp,Other,4,0,0,258.334618,2,16,36.03571287,0
1098,9800,56188,90143,HomeImp,Other,17,0,0,171.4136584,0,29,25.62165041,0
1099,9800,79767,93525,DebtCon,Other,0,4,0,,0,4,31.29011899,0
1100,9800,63891,72980,DebtCon,ProfExe,7,0,0,32.41493353,2,24,39.37186986,0
1101,9800,47126,57365,DebtCon,Other,0,0,1,91.14121871,0,19,38.6576403,0
1102,9800,55539,73560,DebtCon,Office,4,0,0,85.90093624,1,14,26.33161906,0
1103,9900,37609,120186,DebtCon,Other,,0,0,176.367839,3,30,53.17891111,1
1104,9900,60488,75507,HomeImp,Other,3,0,0,239.43364,1,17,38.47307527,0
1105,9900,35448,58056,DebtCon,Other,11,0,0,229.5228444,1,31,37.2974321,0
1106,9900,79379,205346,HomeImp,Self,14,0,0,20.21419487,,7,19.79942792,0
1107,9900,72674,89909,DebtCon,Office,15,0,1,90.95789952,0,8,27.35463407,0
